model,type,review
S12(PD2162),内置程序,手机相册照片被删除了 连带着最近删除的也被删了 怎么恢复
S12(PD2162),内置程序,你好;我想问下;这是什么情况;我的网络没有任何问题;可以看电视刷抖音什么的;但是就是不能用手机里面的应用;这是vivos12;啊;手机里面自带的软件全都用不了;这要什么时候才能解决;好;麻烦了;好的;这个在明天之前能解决吗;[流泪][流泪];好的[流泪][流泪][流泪][流泪];官网是哪;也不行;它里面自带的那些软件全都不能用;我一开始还疑惑我的号为什么登不上去了;原来这样了;怎么会忽然崩掉
S12(PD2162),内置程序,健康软件过渡动画丢失
S12(PD2162),续航赛道,新系统电量显示不准确，还有百分之六突然就会关机，有时候充电很慢
S12(PD2162),内置程序,记账功能里的账单类别建议可以编辑排序
S12(PD2162),续航赛道,升级后微信视频时电量剩余百分之9突然关机且充电比以前慢 *** 建议连接充电器数据线，充满电后观察 表示操作无效 https://km.vivo.xyz/pages/viewpage.action?pageId=403496169
S12(PD2162),内置程序,也不知道咋回事，可能是看视频了来着，屏幕壁纸突然被不成比例的拉伸了，来回跳。 开关屏不行，锁定解锁不行。 看图吧，重启之后解决了。
S12(PD2162),内置程序,桌面找不到软件，要到应用商店才找到
S12(PD2162),性能赛道,更新的时候停在55不动了
S12(PD2162),内置程序,今天系统升级后，手动启动分屏，下面只能显示几个软件才可以分屏，要没就是系统加载中，一直在加载中，这种情况一天时间了烦死
S12(PD2162),发热赛道,视频电话时手机发烫，网络差
S12(PD2162),性能赛道,之前办卡的还能办嘛
S12(PD2162),性能赛道,从你这买多少钱;最低多少钱8+128的;我也不带的和别人买了经常在你这买给个最低价格;8+128最低多少钱;我现在就是问问最低多少钱;我想买8+128的;现在没货;等有货我看看最低多少钱然后我就攒钱跟你买
S12(PD2162),性能赛道,太卡了根本看不了电视剧也看不了电影 
S12(PD2162),性能赛道,上网比较慢，数据网络 WiFi也是比较慢， 昨天有来电反馈卡顿流量使用过快，之前坐席按照KM平台卡顿和知识库流量消耗很快排查 IMEI：*** 建议其抓取抓两个LOG 两个类型发两个单，其拒绝，表示行了行了。有引导服务中心
S12(PD2162),内置程序,检测电池 60%以上充电很慢 服务码: 958828 系统升级 升级后，设置了智能保持亮屏当在正脸到了锁屏时间（30s）会自动锁屏 *** 
S12(PD2162),性能赛道,十分钟游戏，九分钟广告
S12(PD2162),内置程序,浮屏卡顿严重，经常浮屏防大键盘卡黑要点击才显示，浮屏卡模糊但是有缩小功能很可怕
S12(PD2162),性能赛道,所以说资本家都是畜生，流量给自来水一样快
S12(PD2162),续航赛道,什么时候能优化更新系统耗电问题，
S12(PD2162),内置程序,为什么开发者选项里的位置模拟添加不了APP
S12(PD2162),性能赛道,存储联系人有时候存不上，反应慢
S12(PD2162),性能赛道,游戏无法启动进入，黑屏
S12(PD2162),性能赛道,体验感还不错，就是老卡关，挂机等就有点不舒服，五星是这游戏还可以
S12(PD2162),性能赛道,电池显示不准确 显示电量会跳格(比如从80就直接跳到75那种) 在电量低时 电量显示到百分之七就不动了 快要关机时也没有电量耗尽即将30秒后关机那个显示了
S12(PD2162),内置程序,有网络为什么投屏不了
S12(PD2162),内置程序,人物对战和剧情里的对话声音没了
S12(PD2162),内置程序,发错短信怎么办，可以撤回吗
S12(PD2162),发热赛道,系统更新之后卡的要死，打个游戏卡八百次，发消息转圈圈，发表情包感叹号，而且巨巨巨发烫，到底在负优化什么啊？？？
S12(PD2162),内置程序,s12更新之后小窗没法变成悬浮球了，最小化也是能看到内容的，这什么若智设计?我要最小化他当然是要不让屏幕里出现小窗口啊，客服纯机器人
S12(PD2162),内置程序,这个特定的调节音量，我已经把QQ音乐的音乐拉最低了，为什么我屏幕录制的时候还有QQ音乐的音乐
S12(PD2162),内置程序,为什么不能投屏？不能为什么不能不能为什么😢
S12(PD2162),性能赛道,系统提前升级，升级以后看视频一卡一卡的怎么回事？是要玩苹果的老套路吗？
S12(PD2162),内置程序,反正挺好，大屏，音响，比例，薄厚，我都挺喜欢，互传投屏也都很不错
S12(PD2162),性能赛道,s12，一打视频。看其他东西。就很卡。有没有解决办法
S12(PD2162),性能赛道,太?了，买的时候说拍照多清晰，像素多牛，太拉跨了， 我以为是镜头脏了的原因，但是擦了好几次都还是那个德行。有时清楚（小部分次数）更多的是不行。闪退，卡顿，之前都反馈过，没有一次是给处理的。
S12(PD2162),性能赛道,点不动，点了没反应，十个字够了吗！
S12(PD2162),性能赛道,妈的破壁游戏卡求呢 做的烂逼游戏 
S12(PD2162),内置程序,大家早上好，4月社群打卡签到晒图🉑领礼品，规则如下：1、连续签到🈵28天；2、每天签到截图7:30-11:30之间发群里，其他时间无效；3、积分在官网兑换礼品或抽奖；4、签🈵前5名发截图的顾客🉑获得到店神秘大礼包奥！5、本月签到截止4.30日。[太阳]新进群用户连续签到15天即可联系管理员领礼品哦[爱心];@A车分期金融～～思思 民生隔壁vivo;可以的任何牌子都得行;[强]
S12(PD2162),内置程序,删去的录音，无法找回，为什么查询不了
S12(PD2162),内置程序,已关闭，为何会自动弹出语音唤醒功能
S12(PD2162),性能赛道,手机系统升级后充电变慢，网速变慢，wifi会时不时的掉。在系统升级之前没有这种毛病！
S12(PD2162),发热赛道,视频聊天热到强制关机的有没有！一使用摄像头温度就狂飙，[face:019:0]
S12(PD2162),内置程序,无法语音呼唤出语音助手
S12(PD2162),性能赛道,据说下一款是11s 12还要等一段时间
S12(PD2162),内置程序,系统升级过后，特别容易卡顿，各个APP打开也是特容易卡死
S12(PD2162),内置程序,在有时候看剧或是刷抖音的时候，声音都会慢半拍，对不上
S12(PD2162),内置程序,大家早上好，4月社群打卡签到晒图🉑领礼品，规则如下：1、连续签到🈵28天；2、每天签到截图7:30-11:30之间发群里，其他时间无效；3、积分在官网兑换礼品或抽奖；4、签🈵前5名发截图的顾客🉑获得到店神秘大礼包奥！5、本月签到截止4.30日。[太阳]新进群用户连续签到15天即可联系管理员领礼品哦[爱心];[爱心]4.2陕西vivo手机分享：[礼物]vivo pad2沉浸式开箱[强]新款平板美包包[爱心]如果您心动，请联系销售顾问预订(🉑加赠豪礼哦)@所有人;@所有人[爱心]4.23陕西vivo手机分享：[礼物]vivo pad2沉浸式开箱[强]新款平板美包包[爱心]如果您心动，请联系销售顾问预订(🉑加赠豪礼哦)
S12(PD2162),性能赛道,我不卡
S12(PD2162),内置程序,不然这些照片也要存箱底起来的。
S12(PD2162),内置程序,应用版本太旧，游戏打不开
S12(PD2162),内置程序,录音 在桌面摆件上点了✓保存 说录音保存失败 一个多小时的录音都没了 如果可以麻烦技术人员看能不能帮我找到 真的很难过 这个录音很重要
S12(PD2162),性能赛道,更新一直卡住，都好几个小时了
S12(PD2162),内置程序,记账的界面在某一天突然变成图一的模式了，能换回原来的吗（如图二）？图一的记账模式真的很难用，尤其是备注一旦写多了根本看不完全，而且写备注时不能空行。
S12(PD2162),发热赛道,原来不只是我一个人的发热厉害，[face:002:0]同12
S12(PD2162),内置程序,之前存的部分图片和文件，因为恢复出厂设置，不见了
S12(PD2162),内置程序,您好通话录音在哪里找;谢谢
S12(PD2162),性能赛道,卡住了刚打开就卡住了，而且我就复制粘贴了一段文字，怎么给我下边又复制粘贴了好几遍啊，真的卡顿啊
S12(PD2162),续航赛道,电池耗电量太快
S12(PD2162),内置程序,204108;太大了视频;提取码不可以吗;不会弄;那个编码不可以吗;已经上最小了;这个可以吗;视频：;正在发你看看;唐敏<br>191***3260<br>***;好的;还有一个问题;等等我在发;喝上面那个视频一起的，就是小v没有声音;但是我的电量也不能显示在外面;但是别人s12可以显示在外面啊;没理由同同样都是s12我的却不可以吧;好的稍等;嗯嗯好的好的谢谢你;那麻烦您帮我看一下小v不说话的原因;麻烦了;好的好的;好的好的谢谢
S12(PD2162),内置程序,你好，我想问下，为什么手机最近来电不显示号码归属地了;我人在国外[冷汗]
S12(PD2162),内置程序,动态壁纸 希望能更新自己设置自己喜欢的视频做动态壁纸这个功能。只有图片支持自己设置喜欢的壁纸，视频却不能，啊啊啊啊啊啊啊啊TAT
S12(PD2162),内置程序,我下载的这个抖音为什么没有在手机桌面上
S12(PD2162),内置程序,我是设置了应用加密的，现在系统升级之后，点那个应用一闪一闪的，请尽快修改这个小bug！真的很烦，点那个应用突然眼前一亮，是要给我一个小惊喜吗？还有我也不知道为什么录屏会录不到那个闪的瞬间
S12(PD2162),发热赛道,会发烫。经常发烫或。。
S12(PD2162),内置程序,为什么应用指纹解锁的时候，屏幕会闪一下
S12(PD2162),发热赛道,我的手机就是充电的时候太烫了;之前就跟你们说过
S12(PD2162),性能赛道,怎么进不去了一直卡在更新更新好了又直接重新更新就是进不去
S12(PD2162),内置程序,点击app图标的时候总是闪退
S12(PD2162),性能赛道,你是那个女孩吗？现在我的手机老慢了。
S12(PD2162),内置程序,手电筒打不开了，我想把手电筒打开
S12(PD2162),内置程序,vivos12下次更新系统能不能优化一下耗电问题，还有加个电池容量的设置以及语音助手能不能设置自定义唤醒词[face:013:0]
S12(PD2162),性能赛道,手机更新了系统更新了 没有原来的没更新的好用怎么办了 语言识别有时也出不来 要不就很慢
S12(PD2162),内置程序,微信标志安装不到桌面上，只能在应用商店里直接打开，以前安装过，现在想要打开微信，还要到应用商店里去找微信
S12(PD2162),内置程序,壁纸推荐
S12(PD2162),性能赛道,看直播看电视时候;我用手机做对比;pad2清晰度没手机好;vivos12;ok
S12(PD2162),内置程序,已删除的通话记录可以恢复吗！
S12(PD2162),内置程序,记步数不准确 基本上每次差两三千步
S12(PD2162),内置程序,更新之后之前的页面消失，导致在软件当中制作的东西丢失
S12(PD2162),内置程序,来电不显示出来号码怎么办还有付卡打不进来怎么办
S12(PD2162),内置程序,记账功能升级了一点不好用了，确定哪里没点好就没有保存
S12(PD2162),性能赛道,赶快解决，行不行，靠，差不多一百块，买了个啥
S12(PD2162),内置程序,大家早上好，4月社群打卡签到晒图🉑领礼品，规则如下：1、连续签到🈵28天；2、每天签到截图7:30-11:30之间发群里，其他时间无效；3、积分在官网兑换礼品或抽奖；4、签🈵前5名发截图的顾客🉑获得到店神秘大礼包奥！5、本月签到截止4.30日。[太阳]新进群用户连续签到15天即可联系管理员领礼品哦[爱心];[爱心]4.24陕西vivo手机技巧分享：[礼物]vivo 手机双时钟显示[强]不同城市也能一目了然时间啦[爱心]如果您不会操作，请联系专属销售顾问协助哦
S12(PD2162),内置程序,为什么更新版本之后有软件密码锁的软件打开之后闪一下白屏啊，眼睛都快闪瞎了好吗，真是无语住了啊，晚上要闪瞎了
S12(PD2162),性能赛道,卡
S12(PD2162),内置程序,vivo手机3000块钱左右，性价比高的推荐一款;基本要求：我不打游戏，不是正常的生活和办公使用;图片和视频的清晰度要高，上次买的一款s系列的不清晰;S12吗？;怎么都是s系列
S12(PD2162),内置程序,S12 系统升级后来电铃声变小了 建议重启还原 ***
S12(PD2162),续航赛道,我就感觉，更新完，电池省电被阉割了
S12(PD2162),内置程序,希望s系列的手机系统控制中心可以随主题变化样式，音量部分也是。自从更新后，连音量键都不会变颜色了。望采纳。
S12(PD2162),内置程序,真的服了vivo主题，他们怎么想的好看的主非得改成这个样子才能上线，甚至把做的好的主题给屏蔽，不能学学oppo或者小米人家主题
S12(PD2162),内置程序,邮件的搜索框和下边的横线没有对齐，影响观感
S12(PD2162),性能赛道,页面太卡
S12(PD2162),内置程序,在微信聊天时，有时候转后台运行，过一会再次进入微信，聊天页面键盘闪现一下，就成空白了，也无法返回，只能按小房子回桌面，再进一次就有键盘了
S12(PD2162),发热赛道,谁知道，突然一下子就降温到现在这个温度
S12(PD2162),性能赛道,游戏双开红警ol大小屏幕有bug，希望官方及时修复，，，谢谢！小屏放大就变成这样了，，，
S12(PD2162),内置程序,vivo文档建立Word之后，没有保存时再次点击其他Word文件，后来就无法找回原本建立的文件了。（md全是空的，云端也没有，回也回不去，返回点了直接退出原子文档，nmd跟发了疯一样）
S12(PD2162),内置程序,没拿手机时，小v喊不出来
S12(PD2162),续航赛道,手机不撑电了;上一年五月二十号左右买的;对;耗电很快;一天要充两到三次;白天三次，晚上一次;还在保修期内码;吗;50;搜到了;不打游戏，就平时刷个抖音;这个码;就从昨天开始的，平时的话，耗电量不是这样的;没找到;那个容量在哪里看;我刚才搜了一下，好像s12不支持查电池容量;正常情况，为什么要开省电模式[捂脸];vivo的售后服务点在哪里呢;和谐广场几楼;你那边可以查到我这个到什么时候保修到期吗;好的
S12(PD2162),内置程序,大家早上好，4月社群打卡签到晒图🉑领礼品，规则如下：1、连续签到🈵28天；2、每天签到截图7:30-11:30之间发群里，其他时间无效；3、积分在官网兑换礼品或抽奖；4、签🈵前5名发截图的顾客🉑获得到店神秘大礼包奥！5、本月签到截止4.30日。[太阳]新进群用户连续签到15天即可联系管理员领礼品哦[爱心]
S12(PD2162),内置程序,系统更新后应用分身无法正常使用，原子空间要用隐私密码。什么东西，后悔死了
S12(PD2162),性能赛道,刷抖音会卡屏。闪退抖音。
S12(PD2162),内置程序,可不可以支持给语音助手起名字啊
S12(PD2162),性能赛道,卡了
S12(PD2162),内置程序,壁纸推荐一下
S12(PD2162),内置程序,我的原子笔记突然都没了怎么办啊？
S12(PD2162),内置程序,你知道VⅰVO手机怎么录屏吗;找上了，谢谢你
S12(PD2162),内置程序,有些软件点不动
S12(PD2162),性能赛道,这在三国系列游戏中还是相当可以，就是可能游戏出来的时间短，好多游戏功能不完善，有些玩法可玩性太低。像谍战，一些外交（请援，征伐，赐婚...）后宫用处太低。还有游女，女性的智略太低了，生出来的后代智略是真的低。而且bug也不少，经常卡顿，要是可以卡退自动存档就好了。还有视图功能真的难用，希望能改善一下。这游戏对新手不太友好，玩法有点繁琐，希望多出几个任务和指引。
S12(PD2162),性能赛道,游戏是好游戏，这塔吗卡的一塌糊涂，存档存不上，招个好人物就卡掉。
S12(PD2162),内置程序,快应用满签16
S12(PD2162),性能赛道,为什么1390服打不开？
S12(PD2162),内置程序,更新后NFC功能间歇性失效！！！
S12(PD2162),内置程序,我刚卸载的软件怎么找不到
S12(PD2162),内置程序,一直强行跳转到下载界面
S12(PD2162),性能赛道,你们的文章更新怎么这么慢，花钱买了年卡就是不能好好畅读😡
S12(PD2162),内置程序,怎么用的好好的，现在打不了了。怎么回事啊？
S12(PD2162),内置程序,我看个视频老是打广告，操你妈逼，你这是他妈逼。
S12(PD2162),内置程序,手机状态栏电量百分比显示不准
S12(PD2162),内置程序,老是手机响 弹个小窗口
S12(PD2162),内置程序,怎么能关闭计算？文档中自动计算功能
S12(PD2162),内置程序,手机升级之后接收验证码短信有延迟。 *** 已按照KM平台：接收短信延迟https://km.vivo.xyz/pages/viewpage.action?pageId=403496256
S12(PD2162),性能赛道,游戏体验不错，就是网易的服务器总是卡
S12(PD2162),内置程序,i音乐满签20多积分
S12(PD2162),内置程序,小张，麻烦你把维修手机电话给我;兰州银行手机银行闪退;好的;谢谢;我打电话咨询一下;就兰州银行APP闪退，其他行都可以进去;不知道系统问题，还是兰州银行APP的问题;我试了卸载;更新在哪？;对呀;我也是这样分析的;下载新的还是不行;关机也不行;愁死个人;手机版本没有升级;升级吗;黄金大厦对不;好的;好的;我弄弄，实在不行去;吃饭了吗;做吧，我也做饭，打搅了
S12(PD2162),内置程序,i主题真拉啊，不能无字，图标大小也不能调，状态栏不让搞，现在控制中心也不让适配
S12(PD2162),内置程序,新更新系统特别难用，更新之后触屏出现反常，从未有过的出现退回上一步直接跳出，app闪退，图片放大效果不佳没有前面系统稳定，使用感觉极其差
S12(PD2162),内置程序,我被盗号了然后发了违禁的东西怎么解开封号啊?
S12(PD2162),内置程序,系统升级的时候能不能在下图那儿加一个5G的快捷键呀
S12(PD2162),内置程序,请把我的笔记还给我！！！我的原子笔记怎么都没了？！！
S12(PD2162),内置程序,垃圾的要死。重要通知里面用户自定义添加了行程。高铁管家根本线路都不对。而且也不能自定义设置时间，所以这个用户也无法改变这个bug。
S12(PD2162),内置程序,[强][强][强][强];[强][强][强][强];今天游戏：快手截屏，看谁最牛！规则：由管理员发出闪图，截图“社群预定专享权益”页发群里，明天我们随机选择2位得奖哦！🎁截止到晚上22:30分，明天10:30开奖哦~⚠转发他人图片无效，每人发1次！;[奸笑]是不是有挑战;@茶飞飞 这样不行哦 他们其他这种带时间的才行;都是高手[强];不能裁剪的[呲牙];找到这个图的时候截屏;@甜磕. ;[强];截专享权益那张图
S12(PD2162),发热赛道,vivo s12 更新完系统后电量显示异常 发烫还更严重了 离谱 
S12(PD2162),内置程序,机器出现过一次屏保乱码和听筒扬声器有杂音的问题，4月6号去售后（新疆乌鲁木齐天山区中山路219号）检测屏保乱码的问题，被告知软件硬件没有问题，解决方案刷机，需要导数据，两个小时，自己没有处理，今天亲自带手机去售后检测听筒扬声器有杂音的问题，没有检测出问题，工作人员态度挺好的，现在来电要求公司协助换机。
S12(PD2162),性能赛道,系统升级后，经常卡顿，点不动屏幕
S12(PD2162),性能赛道,加载不了进度条不动再就是加载失败
S12(PD2162),内置程序,开始了，快进来;;给大家分享一期5分钟就能上手的摄影小技巧😊，把拍照的第一步构图做好了，照片想要拍不好看也很难👀
S12(PD2162),内置程序,更新后所有可以分屏的软件都不能分屏了
S12(PD2162),性能赛道,流畅。
S12(PD2162),内置程序,都别等了，应用商城没希望了，崩铁别的地方10点上线了，这vivo到点直接下架预约界面，绝区零估计也差不多，老老实实去官网等吧
S12(PD2162),内置程序,能不能设置一个十天的报表啊，不想看一个月的也不想看一星期的，就想看十天的
S12(PD2162),内置程序,网址www.012rt.con不健康传播色情淫秽视频
S12(PD2162),内置程序,壁纸推荐一下
S12(PD2162),内置程序,;为啥视频都看不清;怪不得;以前的10800万+800+
S12(PD2162),内置程序,大家早上好，4月社群打卡签到晒图🉑领礼品，规则如下：1、连续签到🈵28天；2、每天签到截图7:30-11:30之间发群里，其他时间无效；3、积分在官网兑换礼品或抽奖；4、签🈵前5名发截图的顾客🉑获得到店神秘大礼包奥！5、本月签到截止4.30日。[太阳]新进群用户连续签到15天即可联系管理员领礼品哦[爱心];[爱心]4.27陕西vivo手机技巧分享：[礼物]自定义外屏设置[强]功能太惊艳，来体验哦[爱心]新品最后一天预订，如需要请联系专属销售顾问(预订礼倒计时1天)
S12(PD2162),内置程序,通知栏看不到流量使用显示情况
S12(PD2162),性能赛道,刚升级系统就变慢了，vivo不行啊
S12(PD2162),内置程序,玩游戏的时候，接电话或者听语音就会自动锁屏，开不了
S12(PD2162),内置程序,我就觉得开视频的时候，摄像头离得太近，刚买手机的时候还不是这样;同样的距离，之前照出来不是很近，但是现在感觉已经放不下我的头了;没有更新微信;好吧;这算毛病吗;那我想变成原来那样，如何解决;卸载了，重新下载？;那就只能这样呗;他自动优化？;好
S12(PD2162),内置程序,关闭阅屏图片就不要出来了，
S12(PD2162),内置程序,可以再笔记总览的页面在各个笔记题目下方设置创建时间嘛。类似下边图片这种
S12(PD2162),性能赛道,根本进不去，好几个游戏豆浆进不去
S12(PD2162),性能赛道,S12是单卡是不是
S12(PD2162),性能赛道,信号满格一天的延迟或者没网掉线
S12(PD2162),性能赛道,外观大气上档次/系统和性能流畅/内存希望在扩充一下！
S12(PD2162),续航赛道,对呀。;关注了。;这个电话能换什么呀？;换哪种电话呀？;300元的电话有哪种的？;你发过来我看看。;让我多添100是什么意思？;什么得了，不添钱了就直接给我。给我钱得了，不往里添钱了。;下午我过去。;能给多少钱呢？;配置还行。就是电池有点儿不行啊。;好;就是电话没有电了。;50就50吧。;好
S12(PD2162),续航赛道,我也准备换个新电池，
S12(PD2162),内置程序,为什么s12有视频壁纸s15没有？;好的
S12(PD2162),内置程序,为什么升级后分屏的软件越来越少了！！
S12(PD2162),内置程序,能不能给短信加一个收藏功能啊，有时候重要短信一下子找不到
S12(PD2162),性能赛道,能不能加快速度更新啊
S12(PD2162),内置程序,能恢复两年前删除的照片吗
S12(PD2162),内置程序,分屏多任务;升级之后，S12分屏之后上面显示正常，下面的内容显示交互池还有更图标没有其他图标了，更多打开之后就是应用商店 IMEI1:***
S12(PD2162),性能赛道,网页打不开，网页打开慢。
S12(PD2162),内置程序,找不到返回键了返回键隐藏了
S12(PD2162),性能赛道,拍照特效是好几年前的版本  一点不好看   拍照特效不更新
S12(PD2162),发热赛道,手机发热很严重，除了连接无线网以外，用自己手机网络微信视频就特别烫。信号明明是满格！
S12(PD2162),内置程序,开启悬浮窗，就是开不开呢
S12(PD2162),性能赛道,为什么我刚进游戏就黑屏呢？
S12(PD2162),内置程序,前天晚上我升级了，我的一个录音软件，打不开了，里面有我重要录音。求办法。。
S12(PD2162),内置程序,瞎写的 游戏插针都安排上了
S12(PD2162),发热赛道,1，手机正常使用就是发热，以前的绝对是不会，如果如果如果同时开两个软件就不能用就更热，烫手 2，手机偶尔会出现花道道，不经常出现 3，手机录制视频九秒超出录不了 4，朋友圈视频不能下载保存
S12(PD2162),性能赛道,中乌领导人通电话，乌方透露通话时长近1小时，俄美法迅速表https://v.kuaishou.com/Rf1xoE
S12(PD2162),内置程序,大家早上好，4月社群打卡签到晒图🉑领礼品，规则如下：1、连续签到🈵28天；2、每天签到截图7:30-11:30之间发群里，其他时间无效；3、积分在官网兑换礼品或抽奖；4、签🈵前5名发截图的顾客🉑获得到店神秘大礼包奥！5、本月签到截止4.30日。[太阳]新进群用户连续签到15天即可联系管理员领礼品哦[爱心];[爱心]4.28陕西vivo手机技巧分享：[礼物]vivo手机照片恢复[强]再也不用担心误删照片了[爱心]如果您不会操作，随时联系我们销售顾问哦！
S12(PD2162),内置程序,更新之后，游戏键盘右边被挡住了，分屏小窗口也变小了。
S12(PD2162),性能赛道,请问vivo手机晚上拍照怎么都会有处理中，有延迟，我想拍的，都不能立马拍 错过了，好烦[face:001:0]
S12(PD2162),续航赛道,你好  手机电池可以更换吗
S12(PD2162),性能赛道,美女好，我手机充电头掉了，你们那有Vⅰv0手机充电头卖吗，多少钱一个;我买了个，骗子官网一个;V的个，要5小时充个电;哦
S12(PD2162),内置程序,不小心删掉了，现在下载不了
S12(PD2162),性能赛道,都显示完成更新了为啥还有重新安装，游戏也进不去，bug？
S12(PD2162),性能赛道,进不去游戏了，好像程序崩了
S12(PD2162),续航赛道,s12升级新系统后掉点太快
S12(PD2162),续航赛道,原先是电量20%的时候提示低电量，询问开不开启电量模式的，但已经有几天不显示了
S12(PD2162),内置程序,在听小说的途中希望悬浮窗不要关闭，如图1，在一键关闭别的悬浮信息时不要关闭小说悬浮窗
S12(PD2162),性能赛道,开始游戏之后一直会隔一段时间跳出来提示捡技能的东西，要点确认才能继续玩，不然这个提示遮挡屏幕，然后很影响游戏体验，经常因为这个挂掉了
S12(PD2162),内置程序,非常不好，开流量都玩不了，游戏体验很差，不充钱就会一直卡。每当你要胜利的时候就会卡死了，直到老鼠进洞才回来会正常！
S12(PD2162),内置程序,其它功能;***（注：BPM正文不允许将imei码复制过去，记录在咨询检录即可） 1、问题现象及复现步骤：S12系统升级后 左右滑动不能切换到上一个应用 开启了横滑切换应用 ，其表示不能从底部去快速切换到上一个应用了 ，还原设置可以暂时恢复，后面又不可以了。 3、系统版本号： 4、问题录屏/截图/文件是否提供（已和Log一起上传、单独提供则添加到附件）5、Log提取码6、服务码（没有就不填写）7、抓Log时问题出现时间点(精确到分)8、服务码(没有就不填写) 9、是否有承诺回复（承诺回复需备注回复时间）：3-5工作日
S12(PD2162),续航赛道,我的手机这次升级以后就不会提示低电量，而且没有到百分之一就突然关机了，这是什么情况  
S12(PD2162),内置程序,群里谁知道那里有卖的文件袋呢;@幸运星 谢谢
S12(PD2162),性能赛道,这款手机最新版本系统啊好用，问题太多了卡
S12(PD2162),内置程序,壁纸推荐
S12(PD2162),性能赛道,打游戏时，会时不时卡在一个画面好几秒
S12(PD2162),内置程序,语音助手看视频处理是这么个事
S12(PD2162),性能赛道,手机突然卡顿了，按键不起作用。
S12(PD2162),性能赛道,游戏蛮丝滑的，装备爆率也高，升级也快，零氪也能冲到前榜%F0%9F%91%8D%F0%9F%8F%BB%F0%9F%91%8D%F0%9F%8F%BB%F0%9F%91%8D%F0%9F%8F%BB%F0%9F%91%8D%F0%9F%8F%BB
S12(PD2162),内置程序,用户来电表示手机电量显示有问题，电量不会下降，待机之后重新打开手机才会显示使用后的电量，而且手机恢复出厂设置后无法设置锁屏密码，提示“演示用机，无法更改密码”，只能使用0000密码，用户去江苏省盐城市盐都区中南城2楼售后（不确定是公司售后，没有预留电话）检测，售后说需要联系原购买点处理，来电希望公司协助解开演示用机限制。
S12(PD2162),发热赛道,发热/发烫;手机电池保修多久？告知一年。视频通话发烫，烫手要zha掉了，是不是手机电池的问题？建议其实在担心可带直售后协助处理。通话中断立即回拨其拒接。 *** 服务码: 139368
S12(PD2162),性能赛道,反应迟钝，站到手机跟前喊半天小v小v它都没反应，没有以前用的X60反应灵敏。
S12(PD2162),内置程序,系统更新后，手机原有的APP不支持分屏，只有新安装的可以
S12(PD2162),续航赛道,在店里？;手机没电了，会突然关机;我是想看看机子;老年人用的，不用太贵;对;明天再，手机没电了;没有红米吗，不是价格，她要屏幕小点的;我晚上去转了一趟，没有，屏幕都挺大的;没买
S12(PD2162),发热赛道,视屏电话10分钟就发热，拍照五分钟就发热！！！
S12(PD2162),内置程序,就是手机推荐的升级软件
S12(PD2162),性能赛道,打微信视频电话的时候打开别的软件就特别卡
S12(PD2162),内置程序,亲，碎屏保是一年的吗？;有的;去年买的;怎么查询;是过期了吗;[破涕为笑][破涕为笑][破涕为笑];好的
S12(PD2162),内置程序,要是有更多的语言就更好了，比如可以输入日语啥的。还有就是，打字的时候如果可以根据需要打字的地方移动就更好了，例如要在底部打字，可以把底部的地方移动到键盘上方，这样键盘不会遮住底部的输入框
S12(PD2162),内置程序,希望vivo能把手机界面ui再优化一下，图标更顺滑，更美观好看，原始图标都用了很久了，有些图标颜色不是很深，有些浅[face:014:0]
S12(PD2162),性能赛道,加载一直不上去
S12(PD2162),内置程序,为什么QQ图片发出去的截屏泛白啊
S12(PD2162),续航赛道,为什么手机没电的时候没有倒计时30秒关机了？
S12(PD2162),内置程序,为啥不能打开了？可以免费看剧的地方
S12(PD2162),内置程序,壁纸推荐一个
S12(PD2162),内置程序,建议有选智能跳过法定节假日这个选项
S12(PD2162),性能赛道,有时候搜狗输入法半天反应不出来
S12(PD2162),性能赛道,信号满格，网速就卡住了。开的流量。动不动微信里边就显示了没有链接网络，必须关掉数据重新开就好了
S12(PD2162),内置程序, S12手机升级后卡顿，软件卡闪退——建议还原 ***
S12(PD2162),内置程序,您好，请问你们吾悦店面搬到什么位置了，我想换个屏保
S12(PD2162),性能赛道,这游戏真好玩，一会一个广告
S12(PD2162),续航赛道,回复时限：48小时（2023-05-120:43:13前）用户地址：菏泽市郓城县购机地址：手机店里买的服务中心地址：菏泽市郓城县东门街客户服务中心反馈内容:用户表示手机睡前好几十个电，醒了就一个电都没有，然后就出现耗电快，从29个电直接蹦到25个电。中间没有显示272826，比如从80直接掉到78，有到菏泽市郓城县东门街客户服务中心（经核实是vivo服务中心）检测后告知没有问题的，客服致歉安抚，收集信息告知为其反馈，烦请协助处理，谢谢！反馈人：喻容华反馈途径：官网app
S12(PD2162),内置程序,开了蓝卡，能不能设置一下不能开大会员啊 别人都不知道不能两个一起开 我不知道不小心开了能不能退给我啊 我这个月要用 下个月就没有用的必要了 等于白开啊 能不能退给我 我都还没用
S12(PD2162),内置程序,智能车载连接上会出现没声音，经常出现智能车载不断开，蓝牙断开也是没有声音 需要多次开关蓝牙才会出现声音 亿联通道，声音通道是蓝牙
S12(PD2162),性能赛道,游戏高清
S12(PD2162),内置程序,打开别的平台时为什么这个软件会自动弹出来？垃圾Vivo！
S12(PD2162),性能赛道,五一快乐！旅游更快乐！
S12(PD2162),性能赛道,闪退，加载慢，卡
