model,type,review
Y33e,内置程序,可不可以自定输入法吗
Y33e,内置程序,就那个锁屏壁纸我明明换了但那上面显示的是原来的壁纸
Y33e,性能赛道,0怎么他妈老是进不去啊操你妈的  
Y33e,性能赛道,进不去
Y33e,内置程序,为什么验证码上有一片黄色的挡住，所以验证码怎么弄出来
Y33e,性能赛道,一上游戏就闪退，进都进不去
Y33e,内置程序,语音助手升级一个主人识别唤醒
Y33e,内置程序,设置主题之后怎么取消该主题？
Y33e,内置程序,验证码有黄色不明区域遮挡，以至无法接续验证码以正常登录
Y33e,内置程序,相册软件怎样才能重新下载
Y33e,性能赛道,快点！还我刺激战场，在以后更改游戏名字！还原以前！
Y33e,内置程序,原子稳私系统的密码和问题答案都忘了怎么修改密码
Y33e,性能赛道,bug真多匹配机制又不好我一赢了就卡唉我就想问你们那个是不是服务器非常的差呀？打着打着还非常的卡，我也不知道是不是我家网的问题啊？还是你家服务器的问题
Y33e,内置程序,每天早上打字的时候键盘都会闪退，打不出来键盘，然后重复很久之后，键盘皮肤会没了才能打出来字。
Y33e,内置程序,请问原来的壁纸如何找回？？？？？？
Y33e,性能赛道,好玩，比现在的王者好玩好多，里面英雄虽然不多但匹配机制没问题，皮肤也不会最多才99，但我手机有问题玩久了闪退，但还是阻拦不了我玩这个游戏
Y33e,内置程序,键盘有问题 键盘那个振动能改一下
Y33e,内置程序,"imei码：***（注：BPM正文不允许将imei码复制过去，记录在咨询检录即可） 1、问题现象及复现步骤：一张移动卡,别人打电话进来没有声音，有视频彩铃会有对方的彩铃声音，显示4G，5G都没有声音，卡放在其他手机上正常 2、问题出现次数：必现/一天多次/很难复现（低概率难复现无需建单） 3、应用或功能名称4、应用版本号5、系统版本号： 6、问题录屏/截图/文件是否提供（已和Log一起上传、单独提供则添加到附件）7、Log提取码8、服务码(没有就不填写) 9、抓Log时问题出现时间点(精确到分)10、是否有承诺回复（承诺回复需备注回复时间） 江苏省泰州市"
Y33e,内置程序,微信主页怎样添加到桌面
Y33e,性能赛道,这个游戏真的很好玩，里面有很多皮肤可以白漂，虽然我们不能获得一些很好看的皮肤，要充值，但是我们可以在经典模式中淘汰人穿他的衣服，也可以偷车皮，你可以二指也可以多指操作，看的就是你的技术反应力听觉视觉， 我们常常会因为没到什么段位而感到不开心，被很菜的队友坑的落地成盒，但不要忘了我们的初衷，玩游戏就是得快乐，不要因为段位不够被他们瞧不起起感到难过，活着自己的世界，不要活在他人的世界，不要在乎他人的眼光努力活好自己，祝你们玩游戏开心，身体健康，工作顺利。最后一句劝：健健康康的活着
Y33e,性能赛道,这个指纹老是不响应的，手既不湿也不脏，老是解锁不了
Y33e,内置程序,输入法经常突然消失不见
Y33e,内置程序,游戏设置的真不错
Y33e,性能赛道,租和平精英的号玩的时候太卡了
Y33e,内置程序,怎么把农厉显示到桌面
Y33e,内置程序,不让提现，这要求哪要求，提现太困难，体验过极其不会，差评垃圾软件
Y33e,性能赛道,2022-10-27这个游戏非常的好玩，画风很好然后呢，非常的立体可以看到全景下面还可以听音乐里面的人物真的非常的美，非常的好看而且剧情方面都有配音，真的是好听这里的画风非常的唯美而且它的播放也是非常的好里面可以入魔，也可以化仙，超级好玩而且超级好升级里面的随从，超级好得到，只要你提升战斗力，战斗力超级简单而且你一天下来就可以升到1百多级打怪啥方面的特别快，暴击率很高而且下载速度非常的快，比别的那种大游戏下载的还快，而且更新也很快，超级快的那种这个游戏下载下来不占空间而且里面的画面简直美得不能再美了全方面立体的可以看角色，也可以看全景超级好玩，推荐下载真的超级超级好玩没有下载的，赶紧下载吧，我就玩了这几分钟，我都觉得好玩不要再犹豫，赶紧下载，赶紧下载走过路过千万不要错过这款游戏真的非常非常好玩，真的非常非常棒下载下来。而且还不占空间而且里面的画面简直堪比那些大游戏好多了，比那些大游戏的画面还要好看，还要唯美角度还要好
Y33e,内置程序,黑屏为什么无法唤醒Jovi呢
Y33e,内置程序,为什么无法唤醒语音助手
Y33e,内置程序,键盘才给输入3个字，为什么
Y33e,性能赛道,凭什么让小偷先跑%F0%9F%98%A1？我打3星%F0%9F%98%A1%F0%9F%98%A1%F0%9F%98%A1为什么跳的时候还要转圈？
Y33e,内置程序,为什么我不可以打视频通话，我叫我姐妹给我打的时候说版本太低了我要更新版本
Y33e,内置程序,【vivo】898070是您登录帐号的验证码，为了您的帐号安全，短信请勿泄露给他人，如非本人操作请忽略。
Y33e,内置程序,在其他软件下载的字体不能用
Y33e,性能赛道,登录了进不去呀！登录了好多次都进不去！
Y33e,性能赛道,妈的，进都进不去
Y33e,性能赛道,急急急急急进入太慢了😐😐😐😐😐😐😐  
Y33e,内置程序,打字没有拼音要打字有拼音
Y33e,内置程序,请问一下应用怎么更新啊？
Y33e,内置程序,希望键盘输入的字母字体粗细可以跟着系统改变
Y33e,性能赛道,更新慢
Y33e,内置程序,下了把王者丢了…
Y33e,内置程序,不可以自己想要用这个壁纸图标之类之类。
Y33e,内置程序,手机备份了，但是不小心还原了，如何将原来的应用找回来？
Y33e,性能赛道,登录没有声音，有时卡顿
Y33e,内置程序,在原子系统里面的应用无法连接WiFi ，比如游戏崩坏三：在里面一直显示无法连接WiFi ，撤出原子系统之后它又正常了，放进去后又连接不上了
Y33e,性能赛道,这游戏半个小时都进不去？6
Y33e,内置程序,imei码：*** 1、问题现象及复现步骤：Y33e 通过录音线连接麦克风无法录制声音 连接其它手机可以 2、问题出现次数：必现 3、应用或功能名称4、应用版本号5、系统版本号： 6、问题录屏/截图/文件是否提供（已和Log一起上传、单独提供则添加到附件）7、Log提取码8、服务码(没有就不填写) 9、抓Log时问题出现时间点(精确到分)10、是否有承诺回复（承诺回复需备注回复时间）：
Y33e,性能赛道,小王，你这个出皮肤的手速太快了。
Y33e,性能赛道,真是的老卡了
Y33e,内置程序,官方我已经收到主题了，谢谢啦
Y33e,性能赛道,玩游戏卡一打开游戏就卡一点
Y33e,内置程序,密码是多少
Y33e,内置程序,挺好的，只是我打不了字…，只能分屏在微信上打完字复制发消息（肯定是手机问题），少一颗星是现在改了之后上分好难，之前还能上个首席啥的，现在好难上%F0%9F%98%AD（我知道我菜别说我%F0%9F%98%B0%F0%9F%99%8F）
Y33e,内置程序,我弄得亚瑟视频战报看不了
Y33e,性能赛道,更新系统后游戏卡的要死，和平精英几乎全程掉帧王者荣耀几乎全程掉帧
Y33e,续航赛道,手机耗电很快
Y33e,内置程序,经常闪退，一大堆应用进不了，很影响体验[face:006:0]
Y33e,内置程序,很好看，但是就是超级卡包有点不好看，希望能改进一下， 而且有的应用也没有配上，不过壁纸还是很好看的，我喜欢[face:014:0][face:014:0][face:014:0]
Y33e,内置程序,微信图标怎么在桌面上消失了？
Y33e,内置程序,我一进游戏就忽然忘了迷你世界召唤石巨人的方法
Y33e,内置程序,收不不到短信也发不不出怎么办？
Y33e,发热赛道,很正常，我的手机也经常这样，是打游戏变烫的
Y33e,内置程序,如果电话打出去响铃一秒自动挂断电话怎么办
Y33e,内置程序,我真是一颗星都不想给，我想问这个游戏的管家。你是怎么设置的游戏呀？凭什么只能周五周六周日玩，凭什么？我要投诉我没有玩过这么差的游戏。
Y33e,性能赛道,卡，两个人联机都能闪退
Y33e,性能赛道,更新非常慢˃ ˄ ˂̥̥ 我今晚准备和我喜欢的人一起打 人家等了我几个小时结果我更新不了 差评 太过分了˃ ˄ ˂̥̥
Y33e,性能赛道,经常死机，黑屏
Y33e,性能赛道,下载的太慢了。太卡了。怎么下载这么久还没有好呢
Y33e,内置程序,想在息屏的时候也可以唤醒小v
Y33e,性能赛道,每次进游戏到加载界面，就进不去，然后直接闪退
Y33e,性能赛道,刚买的手机陀螺仪延迟
Y33e,性能赛道,进不去
Y33e,性能赛道,1.   一天玩游戏的时间有一半都在玩这个游戏，最近感觉爆率也提高了，还是很有可玩性的。2.   再来说一下游戏环境，我也是老玩家了，暗区有一部分玩家真的很讨厌，喜欢炸队友，建议官方优化一下。3.   还有安全箱的问题，我建议把六格安全箱价格调到30到45不等，60块实在是有点贵了。4.   我还是得提醒一下官方不要出太多皮肤，不要像隔壁和平精英一样。5.   如果是萌新可以来看一下，正常人基本都有三个阶段：一开始是膨胀期，会肥一点。后来会有一段时间很穷，这就当是考验了。最后你如果熬过了前两个阶段，就说明你已经逐渐成为别人眼中的大佬了。6.    最后，希望官方能重视一下
Y33e,内置程序,系统壁纸不见了！！！
Y33e,内置程序,卸载完应用还有一个文件夹删不掉
Y33e,内置程序,打开那个照片，然后点铃铛就不行，那个照片又退回去了，很烦，一直都不行🙅
Y33e,性能赛道,玩的好好的突然闪退 卡的死 手机都贴机顶盒上了还卡服气了
Y33e,性能赛道,总是进不去地图，总是闪退，我他妈服了
Y33e,内置程序,我想打出日文，但是没有日文输入法
Y33e,性能赛道,根本就进不去差评！
Y33e,内置程序,如何隐藏vivo Y33e手机软件？我不会
Y33e,性能赛道,"总是英雄联盟手游游戏异常,无响应,开始游戏时出现闪退"
Y33e,内置程序,不小心删除的文件无法找回，未备份，回收站也没有
Y33e,性能赛道,为什么我的奥特曼格斗超人进去失败，运行已停止，还闪退
Y33e,性能赛道,不更新还好，更新之后卡死没更新之前加多少模组的，不会卡现在加一个匠魂匠魂模组都会卡闪退而且是在生成世界的那个地方
Y33e,性能赛道,这游戏是真的卡的要死，然后匹配队友不行
Y33e,性能赛道,打游戏，开麦为什么有回音
Y33e,性能赛道,打开了好几次，都不出都好几天了，
Y33e,内置程序,密码是多少？
Y33e,内置程序,在卓页上找不到时间与天气
Y33e,内置程序,下载完桌面上没有怎么办
Y33e,内置程序,为什么不能在黑屏时唤醒
Y33e,续航赛道,【南方电网】李桥华，户号：0432000806009070，地址：江家，您电费258.5元（未含违约金）未结清，请速在委托缴费账户补足余额或使用微信、支付宝缴费。如已结清，请忽略短信。关注“南方电网95598”微信公众号并绑定用电户号查阅电费详情。
Y33e,内置程序,不好用，好多应用都会闪退
Y33e,内置程序,投诉受理，工单编号：TS2023010800272 机器出现wifi不能上网的问题，于2022.10月份带至售后（兰州市七里河区建兰大厦客户服务中心）检测，售后给其换机，机器于2022.10.11拿到手机之后，现在出现软件无响应，以及软件闪退，其操作多次还原设置无效，重启之后都会有，其表示这个问题不是经常出现，其表示是在使用过程中感受到的。其不想要这个手机了，作为消费权益维护。其表示申请退货。其诉求退机。其预留电话177***9109，之前的检测单MWM14A***。安抚致歉，多次解释三包，其表示不认可，其表示钱花的不值，告知可以帮其抓取日志反馈处理，其表示不愿意，其表示复现不到问题，建议售后检测，其表示售后检测不出来呢，告知会如实检测的，其表示今天可以前往售后，但是还是需要退机。告知如实记录反馈48小时回复。
Y33e,性能赛道,老闪退和卡顿、延迟，请优化一下   
Y33e,性能赛道,玩和平时掉帧很严重
Y33e,内置程序,输入法框老是早上弹不出来，打不了字，一点打字就弹回去了。
Y33e,性能赛道,队友会很快的送人头来搞你心态
Y33e,性能赛道,卡顿、延迟和闪退，请优化一下 
Y33e,性能赛道,一连胜就卡你是不是觉得自己很幽默？你就不能改？活该这游戏一直被骂你真的要去反省反省自己真的是就很无语什么破系统现在退游的人越来越多你再不该以后更多退游的
Y33e,性能赛道,关不掉广告，还总是卡，广告被关了又会出现
Y33e,内置程序,这个软件是当时在大街上被人直接拦下来叫人下载的，说了不想下载但他就一直在你旁边说让你下载之类的话，还把你拦住不让你走，而且当时他们有很多个人就一直围在那里让你下载，总之就是特别无语，希望官方把这个软件下架了好吧。（在大街上玩都能碰到这种人，烦烦烦😓😓😓）
Y33e,内置程序,希望Y33e可以添加行为壁纸和光之遇见
Y33e,性能赛道,真6，进去没声音，开游戏加载不进去
Y33e,性能赛道,网络好的，但是还是很卡
Y33e,内置程序,微信图标没有在桌面显示
Y33e,内置程序,如何才能变成藏文输入法
Y33e,内置程序,这语音有问题。老是检测不到语音的吗
Y33e,续航赛道,手机耗电快
Y33e,性能赛道,总是卡顿、延迟和闪退 请优化一下
Y33e,性能赛道,打游戏队友说我有回音怎么办
Y33e,内置程序,键盘变小了怎么变大？
Y33e,性能赛道,我打不开，进不去
Y33e,内置程序,该网站散布色情视频，敏感字体。
Y33e,性能赛道,内存太大了。。。。。受不了了 我我我
Y33e,性能赛道,我真的服了玩了一会下了两个软件一会一个
Y33e,内置程序,广告老要跳出来，删都删不掉
Y33e,性能赛道,一直进不去，要么闪退要么卡着
Y33e,内置程序,该视频已下架，看不了，怎么办？
Y33e,内置程序,他有些都不知道不太好
Y33e,性能赛道,你妈的地图进都进不去还他妈在这里踢皮球，网易优化到哪里去了，
Y33e,性能赛道,嗨嗨呦官方你快点更新啊我要登我的号嗨嗨呦
Y33e,性能赛道,加载不出来，还很慢。还有很多游戏也很慢
Y33e,内置程序,为什么在黑屏的时候唤醒不了
Y33e,内置程序,内置软件;imei码：*** 1、问题现象及复现步骤：内置的翻译机 闪退 2、问题出现次数：必现 3、应用或功能名称：翻译机 4、应用版本号：2.4.3.1 5、系统版本号：PD2197E-A-21.0 6、问题录屏/截图/文件是否提供（已和Log一起上传、单独提供则添加到附件）7、Log提取码8、服务码(没有就不填写) 9、抓Log时问题出现时间点(精确到分)10、是否有承诺回复（承诺回复需备注回复时间）：
Y33e,内置程序,有时间出皮肤捞钱，没时间优化网络，血压一上就上了🙄😅
Y33e,性能赛道,快手的内存太大了
Y33e,内置程序,我现在才发现居然有这么好玩的游戏，不仅有好看的皮肤装扮，还有各种各样的坐骑，可以交到各种各样的朋友，比如有钱的，或者是没钱的，还有可能是只有一两个皮肤的人，但我也很喜欢，因为这个游戏可以自己做自己想要的风格的房子非常的好玩我建议大家也去一起玩一玩。
Y33e,性能赛道,在使用一些视频软件时，易卡顿
Y33e,内置程序,在室外使用大概率为错字少字过长也会导致错字少字
Y33e,性能赛道,打开卡着，没有反应，10秒左右直接闪退
Y33e,内置程序,桌面上没有   找不到这个软件
Y33e,性能赛道,一直很久不能更新 不能更新
Y33e,性能赛道,就是有一点这个游戏好像没有更新好像好久都没有更新了
Y33e,性能赛道,快点更新啊
Y33e,内置程序,游戏没有声音，我没有开静音，而且声音调到最大了，就是没有声音
Y33e,内置程序,建议在语音输入法添加外语输入，优化语音输入法的准确性
Y33e,性能赛道,无法进入游戏，网络没有问题
Y33e,性能赛道,他妈的一会就弹出来一会就弹出来，烦不烦呐  
Y33e,性能赛道,进不了游戏他说游戏有异常
Y33e,性能赛道,广告卡网络不稳定加载不出来
Y33e,性能赛道,妈卡死了
Y33e,内置程序,我就是想问一下，我并不是未成年，明确有法律规定的，已经办好身份证满了18岁的，为什么我下载游戏之后他会说游戏中心健康守护不允许我玩呢，我并不是未成年，如何关掉健康守护呢
Y33e,性能赛道,特别卡。
Y33e,内置程序,要解开root才有机会刷新成功
Y33e,性能赛道,键盘只有一半很久都没变回来
Y33e,内置程序,刚刚下载的，登不上去，说是应用异常请咨询客服
Y33e,内置程序,清理的白名单找不到，下载了一些QQ的辅助软件，一直被系统杀死，想找到白名单，但是一直找不到
Y33e,内置程序,为什么打视频就不能用语音
Y33e,性能赛道,和平精英玩的时候掉帧卡的很，网络正常，掉帧卡顿很严重
Y33e,内置程序,待办清单怎么设置啊
Y33e,性能赛道,闪退，打不开游戏，使用异常
Y33e,性能赛道,游戏内容总体还是可以的，只不过有几个地方不好。1.游戏内广告挺多的，而且会在打斗的时候突然出现，希望官方能改。2.也不知道是不是我的错觉，反正就是突然觉得没有以前的动作丝滑了。3.有些角色或者皮肤能力有点不太平衡，比如新更新的那个忍者他的血就特别低，对面的打几下就没了。4.官方为什么要把那个扣血突然去掉，那样子看着有点不舒服%F0%9F%98%85%F0%9F%98%85%F0%9F%98%85%F0%9F%98%85%F0%9F%98%85总体来说，我还是挺喜欢这款游戏的，只是希望官方能够把那些不好的地方改掉我希望这款游戏能够做得更好，希望官方能够看到。
Y33e,内置程序,要是能把玉兔献端这个主题复制链接分享给别人就好了
Y33e,内置程序,希望在没有亮屏下能唤醒小v，感谢开发商，不然有时候发生事情时手机暗屏了，呼叫不了小v求救打电话
Y33e,内置程序,进去直接就是一张图片，我玩你妈快点修复行不行
Y33e,内置程序,怎么应用失败啊
Y33e,性能赛道,真卡，5G手机卡成狗
Y33e,内置程序,之前有人说原子通知接收不到快递的信息，我咋就可以呢？
Y33e,性能赛道,支付到一半卡了搞得没反应钱也没了   
Y33e,性能赛道,无法打开，上面提醒：和平精英本身出问题
Y33e,内置程序,12123软件显示版本过低，应用软件无法更新显示不需要更新
Y33e,内置程序,真无语，我玩个换牌大爆炸，看视频都比玩游戏的时间多，而且我的牌明明特别好，可是系统总是说我的牌打不过别人，我有好几个大小王，可还是打不过别人的炸弹，每次都是这样，打得我差点都把手机摔了，如果脾气不好的，建议不要下载，不然你得被这款游戏气死。
Y33e,内置程序,我补卡后微信几分钟消失
Y33e,性能赛道,闪退  进不去  太离谱了
Y33e,内置程序,什么破玩意管家啊，别人都是越清理垃圾空间越多，到我这里就是不管怎么清理垃圾空间就是没变多过，反而还越来越少，前后4次清理时间连2分钟都没有，空间就从99.71GB变成了99.52GB了，什么意思啊？还有我把手机充电之前的空间一共是100.63GB的，为什么等我在次拿起手机看清理垃圾的时候，空间就只有99.63GB了，更何况现在还又变成了99.52GB了，我今天才买的手机，一下午我都没有怎么用就给我少了这么多的空间，我都想骂人了，还没有旧手机好，至少他清理完垃圾空间会变多不会变少，气死我了????
Y33e,性能赛道,游戏加载的太慢了。 而且有时一闪一闪的。😡😡😡😡        😡        😡😡😡😡        😡        😡        😡😡😡😡  服了！
Y33e,性能赛道,广告一分钟能蹦出60个，一不小心就点到，烦
Y33e,性能赛道,在凌晨的时候还好好的结果我重启了一下应该卡了bug 今天能做的任务打的副本还有探险次数还有打争霸赛的次数希望能给我补回来
Y33e,内置程序,imei码：*** 1、问题现象及复现步骤：游戏角色特写改不掉，重新登录卸载重新安装都无法恢复 2、问题出现次数：必现 3、第三方应用名称：第五人格 4、第三方应用版本号：1.0.1200348 5、应用下载途径：应用商店 7、第三方应用是否属于游戏类：是 1.游戏账号（无需密码）：191***9844 2.游戏区服（不分区服可不提供）:xx区 3.出现异常时使用的网络：WiFi/数据网络 8、系统版本号： 9、问题录屏/截图/文件是否提供（已和Log一起上传、单独提供则添加到附件）10、Log提取码11、服务码(没有就不填写) 12、抓Log时问题出现时间点(精确到分)13、是否有承诺回复（承诺回复需备注回复时间）：
Y33e,内置程序,别人都可以文字朗读，就我不行，加载多久都不行
Y33e,内置程序,为什么不能黑屏唤醒，感觉这样会方便一点
Y33e,性能赛道,手机非要我按几下才有反应
Y33e,内置程序,为什么不能自定义动态壁纸？
Y33e,内置程序,imei码：*** 1、问题现象及复现步骤：马克水印相机打不开 2、问题出现次数：必现 3、第三方应用名称：马克水印相机 4、第三方应用版本号：7.5.1 5、应用下载途径：应用商店 7、第三方应用是否属于游戏类：(“是”则需填写以下三个小项) 1.游戏账号（无需密码） 2.游戏区服（不分区服可不提供）:xx区 3.出现异常时使用的网络：WiFi/数据网络（注明是哪家运营商）8、系统版本号： 9、问题录屏/截图/文件是否提供（已和Log一起上传、单独提供则添加到附件）10、Log提取码11、服务码(没有就不填写) 12、抓Log时问题出现时间点(精确到分)13、是否有承诺回复（承诺回复需备注回复时间）：
Y33e,性能赛道,这个我玩过呀，但是他就是进不去啊
Y33e,内置程序,能不能优化一下手机啊，玩英雄联盟手游一直闪退今年10月份买的，这手机连个屏幕录制的都没有我怎么反应问题啊。玩别的游戏就不会闪退玩联盟手游一直闪退。赶紧出个优化包进行优化吧，真他喵的折磨。
Y33e,内置程序,我下载了为什么不在我的桌面上
Y33e,内置程序,我想设置青少年模式怎么办我一直找不到
Y33e,性能赛道,闪退，卡机
Y33e,内置程序,要唤好几次才出现而且还要叫准名字
Y33e,内置程序,我的Jovi输入法是系统自带的，为啥我的不能在桌面上显示这个应用？
Y33e,性能赛道,非常卡，但我明明网很好，一直在缓冲
Y33e,性能赛道,下载的有点慢，希望改快点，谢谢
Y33e,内置程序,如何做固定壁纸
Y33e,性能赛道,快点给我修好妈的(◔‸◔）还没有国际版好玩
Y33e,性能赛道,y33e打原神，不得卡死啊
Y33e,发热赛道,卡死了，还发热
Y33e,内置程序,安装失败
Y33e,内置程序,游戏中键盘有的时候出不来
Y33e,性能赛道,为什么我登录两天了，他才显示登录一天
Y33e,内置程序,开浮窗回信息后，键盘皮肤和剪切板内容消失
Y33e,内置程序,"在应用设置里面系统升级,升级完之后,里面的东西又要重新下载，之前的数据全没了"
Y33e,性能赛道,用户来电反馈，手机不能充电，充电口缺了一块，自己亲自有将手机送到售后（上海市闵行区七莘路3011-6号，核实与官网地址一致）检测过，第一次送修的时候是因为机器出现手机卡顿的现象，过了十几天手机不能充电，送修检测，售后告知其不能保修，其表示自己才使用了三月零八天，怎么就不可以保修了，询问其售后是否有告知原因，其表示没有告知什么原因，自己也不知道为什么，要求公司协助处理，未查看到第二次送修记录，第一次送修记录是：MWM06L***************，之前有投诉帖：TS2022110100002。
Y33e,性能赛道,投诉受理，工单编号TS2023011600614 用户来电反馈，手机不能充电，充电口缺了一块，自己亲自有将手机送到售后（上海市闵行区七莘路3011-6号，核实与官网地址一致）检测过，第一次送修的时候是因为机器出现手机卡顿的现象，过了十几天手机不能充电，送修检测，售后告知其不能保修，其表示自己才使用了三月零八天，怎么就不可以保修了，询问其售后是否有告知原因，其表示没有告知什么原因，自己也不知道为什么，要求公司协助处理，未查看到第二次送修记录，第一次送修记录是：MWM06L***，之前有投诉帖：TS2022110100002。
Y33e,性能赛道,P90要求削弱S12k要求削弱M416要求增强
Y33e,性能赛道,下载速度慢，卡顿现象。会出现暂停现象。
Y33e,内置程序,无法法设置图片，这要如何解决。
Y33e,内置程序, 厉害呀，就只有变形器、交互池等一些应用你有没有了
Y33e,内置程序,去他妈的，开发者客服一直骂人，一群畜生一群狗东西
Y33e,内置程序,怎么样调节文字的大小
Y33e,内置程序,设置里的应用怎么站那么多个g，你看图片怎么不一样怎么不一样
Y33e,内置程序,为什么熄屏时召唤不了小v 
Y33e,性能赛道,游戏总是卡顿还无法正常游戏。  
Y33e,性能赛道,设备卡顿
Y33e,内置程序,手机上怎么不再显示锁屏了？   
Y33e,内置程序,为什么关闭了更新壁纸，还在给我更新？难道就关不掉吗？
Y33e,性能赛道,你这玩意是有点啥毛病啊，到哪儿都不卡，一到终点就差一点就过了，偏偏那时候卡，直接一个咸鱼棍给我扔下去了，网易你要是有功夫，能不能修修你家那破玩意儿，跟个s似的，你也别在我这底下说什么人不行别怪路不平，那网卡还是我决定的？玩什么游戏都不卡，偏偏玩这个蛋仔就卡，咋的，你家游戏多特殊啊，我那手机那么多大型游戏，玩什么都是非常流畅，结果玩这个破东西就是卡，结果刷ks的时候发现不只是我一个人有这种问题，网易你要是有点良心就赶紧修
Y33e,性能赛道,这款游戏很好玩，不过就是登录有点慢了，因为登录速度有点慢所以我就打四颗星。
Y33e,内置程序,开这个（图片审核中）
Y33e,内置程序,一直骚扰我
Y33e,性能赛道,神将挑战卡卡打不了什么意思
Y33e,性能赛道,无法进入游戏
Y33e,内置程序,一直在安装中，好久了，害得我其他应用都安装不了
Y33e,内置程序,没法单独更换锁屏壁纸
Y33e,性能赛道,老是卡住，断网
Y33e,性能赛道,我妹玩游戏的时候那个皮肤不见网络还很卡  也不知道这是为什么所以就来问问你们原本我有很多很多皮肤都解锁了除了那些还没有得的皮肤没有解锁之外其他的都解锁了             
Y33e,性能赛道,bug 给我修好点，动不动就卡，卡了一下好不容易传送拿到的星星，在半空中掉下来，而且卡的不是自己一个人，我后面发现是我和队友同时卡一下紫砂了
Y33e,内置程序,为什么用手机号登录，收不到验证码
Y33e,内置程序,熄屏状态无法唤醒小微
Y33e,内置程序,他没有刪除的建和其他东西我写错字土/都不知道怎么办
Y33e,内置程序,请问为什么我的实时配图打开了之后输入明星的名字只会出现图片和名字而别人的输入明星名字只后还会有很多动图和表情包。
Y33e,性能赛道,我打游戏卡顿我一把游戏能赚300块钱，你陪我吗赶紧修复
Y33e,性能赛道,非常卡
Y33e,内置程序,能不能把智慧视觉关闭？
Y33e,内置程序,建议~插件的图标名字可以不显示吗~只显示应用的图标名字
Y33e,内置程序,到11级12级的时候，大部分时间都得拿来肝，没钱而且解锁的事情还多，房子中间还得放那些东西关于教育消防之类的建筑，根本就没几个房子能提升大量人口，希望官方改一下那个范围的设置
Y33e,性能赛道,进去后一两分钟就退了出来
Y33e,内置程序,怎么调回键盘没有振动和声音
Y33e,内置程序,为什么没有返回键，返找呢回键怎么査
Y33e,性能赛道,进入游戏后完全没有了声音。手机本来卡顿嗯结果卡顿了。
Y33e,内置程序,点击忘记密码之后，要填地区学校姓名，年级班别，我填好地区了，填学校的时候找不到我学校的名字
Y33e,内置程序,他应该那个可是那个图片应该是骗人的
Y33e,内置程序,唤醒太慢了
Y33e,性能赛道,很多项目卸载不了，增加了载件付重，引起网络卡，慢。请于修正帮助。
Y33e,性能赛道,一直卡在那里我在那里直接给我退回来
Y33e,内置程序,每次没说完话就消停读英语的时候有电音非常难听这感觉很不好
Y33e,性能赛道,游戏倒是可以，但不知道怎么回事有时候进不去，连个开始游戏的按键都没有，真的栓Q 就停在那个界面一动不动，真服了
Y33e,内置程序,谁有i主题降级器，能不能发一下？谢谢
Y33e,性能赛道,这个游戏感兴趣的话还行，不过有点难升级要看广告，广告有点多，还有玩了一天多，就开始卡卡卡卡卡了，烦死了，只给一个星，
Y33e,性能赛道,登不进去，游戏界面一直卡着，我刚充钱你就这样?
Y33e,性能赛道,卡在70不动了，等了好久也没好   
Y33e,内置程序,验证信息收不到
Y33e,内置程序,更改不了唤醒词，是怎样可以修改
Y33e,性能赛道,点不动，又不卡，怎么点都点不动
Y33e,性能赛道,陀螺仪有延迟，看不见？还是说你们vivo割韭菜，无脑出手机，都不看游戏性能，可能你们自己都不用vivo吧，cnm没木琴的vivo，还做游戏手机，废物一群。别做手机了找个班上吧，真的，免得父母早到重创，呵忒，再买vivo手机老子是狗，TM用洛基亚都不用厂妹机
Y33e,性能赛道,我觉得这个也不傻的就是闪退三对对官方也不管啥也不管，就是管那些皮肤什么的，况且还有官方是真的很坑人的我川好不容易找到那个传送门的，直接时都卡住，况且就直接那个没人住，也没法就直接只在那个地方这卡的地方是真的还是赶紧修复吧！是真的越玩下去，我真的想吐这官方是真的很坑人
Y33e,性能赛道,充值福利不见了玩了好久又退回来了
Y33e,性能赛道,有点卡
Y33e,内置程序,怎么使不开锁不能玩jovi的功能
Y33e,内置程序,手机有很多应用的不显示图标，微信已经安装好了，但是不显示在屏幕上
Y33e,性能赛道,设备卡顿
Y33e,内置程序,为什么锁屏情况下不能唤醒小V
Y33e,性能赛道,太太慢了了了了了了了
Y33e,性能赛道,进不去 一直闪退 进去了之后，他过一会又退进去了之后他过一会又退了
Y33e,性能赛道,帅爆了，过年之后手机掉价好像很快！！！
Y33e,性能赛道,就不能对氪金的人友好一点吗 让我们充那么多 什么都没抽到 浪费我这么多钱 你没事吧 无语死了 游戏还一点都不好玩 明明网很好却卡死了
Y33e,内置程序,推荐主题很土，推荐时尚的
Y33e,性能赛道,登录不进去，一直进入不了游戏
Y33e,内置程序,能不能不让壁纸动啊？
Y33e,内置程序,语音输入他听不懂方言，希望能够改进
Y33e,性能赛道,设备卡顿
Y33e,性能赛道,这个游戏很拉垮的，这服务器长得就跟土豆一样，vivo卡的要死，土豆服务器发芽了都不管，每周还出好几个皮肤，特别氪。不适合新玩家入坑，现在出一大堆萌新活动，作为一个老玩家，对现在的萌新奖励都嫉妒了，凭什么老玩家没有。萌新要是玩的话，没有点基操，估计教程都过不去。
Y33e,性能赛道,有点卡
Y33e,内置程序,我要求键盘⌨增大增粗字体
Y33e,性能赛道,下载不了，打不开游戏，卸载不了
Y33e,性能赛道,游戏点不动，闪退提现有问题。
Y33e,性能赛道,进入不了游戏
